Employee ID,FullName,Gender,Age,HireDate,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,AnnualSalary,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E02559,Jackson Gupta,Male,65,6/27/1993,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,77065,28,2,4,48,2,4,2,1,No,11,3,21,2,3,21,6,8,6,No,3
E02560,Sophia Rodriguez,Female,58,10/31/2007,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,96256,2,4,2,69,3,1,3,1,No,14,4,6,2,4,5,2,0,3,No,3
E02561,Cora Patel,Female,36,5/13/2011,Human Resources,Married,Human Resources,Human Resources,Non-Travel,65794,4,3,3,60,1,2,2,6,No,19,2,10,4,3,3,2,1,2,No,3
E02562,Piper Hsu,Female,45,8/23/2015,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,48491,8,2,2,92,3,2,1,2,Yes,16,2,18,3,3,1,0,0,0,No,3
E02563,Hunter Marquez,Male,34,8/7/2019,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,83220,29,1,2,91,3,1,1,1,No,13,2,6,2,4,6,2,1,2,No,2
E02564,Addison Li,Female,37,3/4/2010,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,61680,13,4,3,34,3,2,2,6,No,14,4,19,3,3,10,7,0,9,No,3
E02565,Carson Hoang,Male,43,10/9/2021,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,72482,16,1,2,33,3,1,4,1,No,12,2,10,2,2,10,0,0,8,No,3
E02566,Julian Fernandez,Male,27,2/7/2022,Marketing,Married,Sales,Sales Executive,Non-Travel,81713,2,4,3,87,3,2,2,7,No,11,4,4,3,1,1,0,0,0,No,3
E02567,Caleb Rojas,Male,38,12/4/2021,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,68281,2,3,3,74,3,3,4,4,Yes,12,2,13,5,2,10,6,0,3,No,3
E02568,Elizabeth Griffin,Female,60,9/10/1993,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,63979,13,5,2,96,2,2,1,5,Yes,13,2,16,3,3,2,2,2,2,Yes,2
E02569,Nolan Han,Male,29,11/19/2017,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,53090,1,2,1,34,1,2,2,6,No,15,2,10,2,3,0,0,0,0,Yes,3
E02570,Cameron Romero,Male,49,9/15/1997,Technical Degree,Single,Research & Development,Manufacturing Director,Travel_Frequently,108325,24,1,4,30,3,2,4,2,No,20,4,9,3,2,5,4,1,4,No,4
E02571,Angel Patterson,Male,45,1/7/2018,Life Sciences,Married,Research & Development,Laboratory Technician,Non-Travel,98289,1,3,4,77,3,2,4,1,Yes,15,4,9,2,3,9,8,5,8,No,3
E02572,Ryan Foster,Male,44,2/22/2004,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,41275,19,3,4,80,1,3,3,3,No,13,3,10,2,1,4,3,0,2,No,3
E02573,Leonardo Patterson,Male,46,2/6/2012,Medical,Single,Sales,Manager,Travel_Rarely,93642,7,4,2,88,3,5,2,1,No,14,2,21,3,2,21,8,12,8,No,2
E02574,William Song,Male,36,10/25/2010,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,162957,4,3,3,56,1,3,3,4,No,21,3,9,2,4,5,0,0,3,No,4
E02575,Axel Aguilar,Male,45,4/10/2022,Technical Degree,Single,Research & Development,Manager R&D,Travel_Frequently,96029,2,4,4,78,2,1,1,0,No,16,4,10,2,3,9,7,0,7,No,3
E02576,Liam Valdez,Male,55,3/1/1999,Medical,Married,Human Resources,Human Resources,Travel_Frequently,227148,10,3,1,59,3,1,4,0,No,14,4,3,2,3,2,2,2,1,No,2
E02577,Hudson Washington,Male,43,9/17/2008,Human Resources,Divorced,Human Resources,Human Resources,Travel_Frequently,76819,8,3,3,66,2,1,4,6,No,11,3,6,0,2,4,2,1,2,Yes,3
E02578,Owen Han,Male,30,9/1/2022,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,66892,5,3,1,51,3,2,3,1,No,19,3,6,3,3,5,2,0,2,No,4
E02579,Harper Washington,Female,48,6/24/1999,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,256084,8,3,3,67,3,1,4,1,No,11,3,6,5,2,6,2,1,4,No,3
E02580,Brooklyn Parker,Female,60,3/19/2005,Marketing,Single,Sales,Sales Representative,Travel_Rarely,85669,9,3,2,52,1,1,2,1,No,13,3,2,3,3,2,2,2,2,Yes,2
E02581,Hudson Oh,Male,30,9/9/2021,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,44454,1,3,4,70,4,2,3,8,Yes,12,4,10,5,4,3,2,0,2,No,3
E02582,Maverick Howard,Male,25,4/13/2021,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,54353,15,2,3,94,2,3,1,2,No,11,1,12,2,3,7,7,1,7,No,3
E02583,Alexander Dominguez,Male,58,11/27/2014,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,58867,2,4,4,97,4,1,4,0,Yes,14,1,6,3,3,5,0,1,2,No,3
E02584,Jack Garcia,Male,37,3/21/2022,Marketing,Single,Sales,Sales Executive,Non-Travel,123918,2,3,4,62,3,2,2,8,No,15,4,13,2,2,11,7,1,7,No,3
E02585,Aiden Hu,Male,44,5/7/2010,Marketing,Single,Sales,Sales Executive,Travel_Rarely,56680,11,4,4,80,3,2,4,3,No,12,3,8,1,4,5,1,0,4,No,3
E02586,Cora Espinoza,Female,53,10/9/2019,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,55206,16,3,1,74,3,3,1,2,Yes,20,3,11,2,2,0,0,0,0,Yes,4
E02587,Naomi Moua,Female,58,1/13/2010,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,150633,2,2,3,75,2,1,2,4,No,14,2,9,4,2,6,1,0,5,No,3
E02588,Liam Baker,Male,65,1/26/2020,Technical Degree,Single,Research & Development,Research Scientist,Non-Travel,97379,5,4,2,65,3,1,2,2,No,14,2,12,3,3,7,7,0,7,No,3
E02589,Christian Liu,Male,57,3/29/2000,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,178447,18,3,2,60,1,2,4,3,Yes,16,3,15,2,3,1,0,1,0,No,3
E02590,Aaron Munoz,Male,31,6/13/2021,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,60827,17,3,3,38,2,1,3,9,Yes,16,4,6,4,3,1,0,0,0,Yes,3
E02591,Levi Kang,Male,32,4/28/2019,Medical,Married,Research & Development,Research Director,Travel_Rarely,96951,2,3,3,60,2,5,1,8,No,12,2,34,2,3,1,0,0,0,No,3
E02592,Isaac Foster,Male,48,1/6/2001,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,103051,4,3,4,90,3,2,2,5,No,15,4,11,2,2,9,8,1,7,No,3
E02593,Samantha Zhu,Female,55,10/27/2001,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,256592,9,4,3,94,3,1,1,1,No,20,2,5,2,3,5,3,0,4,No,4
E02594,Vivian Watson,Female,52,7/7/2017,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,79323,10,3,4,87,3,2,3,1,Yes,14,3,15,3,3,15,14,0,7,No,3
E02595,Emery Hernandez,Female,27,7/12/2021,Medical,Married,Research & Development,Manufacturing Director,Non-Travel,75583,1,4,1,60,2,4,3,4,Yes,20,4,27,2,2,3,2,0,2,No,3
E02596,Camila Baker,Female,36,9/8/2012,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,73646,2,3,2,97,3,1,4,0,No,13,2,10,5,3,9,7,1,8,No,2
E02597,David Bryant,Male,36,8/7/2022,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,64937,3,2,4,32,1,2,4,5,No,12,1,6,3,3,2,2,2,2,No,3
E02598,Miles Perez,Male,42,6/11/2019,Marketing,Single,Sales,Sales Representative,Travel_Rarely,112146,7,1,2,31,3,1,2,1,No,13,2,1,3,3,1,0,1,0,Yes,3
E02599,Elijah Hill,Male,48,12/16/2018,Other,Married,Research & Development,Manager R&D,Travel_Rarely,83332,6,2,4,40,2,1,3,1,No,11,2,5,3,3,5,4,0,4,No,3
E02600,Sofia Shin,Female,42,4/11/2008,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,66248,8,1,3,79,3,1,1,1,Yes,17,3,1,6,3,1,0,0,0,Yes,3
E02601,Ezekiel Lee,Male,37,8/22/2019,Marketing,Married,Sales,Sales Executive,Travel_Rarely,127238,29,4,1,91,2,2,4,1,No,14,1,13,3,3,12,7,5,7,No,2
E02602,Nevaeh Truong,Female,55,5/23/2012,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,87857,2,4,3,46,3,5,4,7,Yes,17,3,24,3,3,2,1,2,2,No,3
E02603,Leah Ali,Female,62,8/20/1999,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,51454,10,3,4,90,3,3,1,7,Yes,13,4,15,1,3,12,8,5,7,No,3
E02604,Emma Soto,Female,29,9/13/2020,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,128066,1,2,3,99,3,1,2,1,Yes,12,3,6,2,2,5,3,2,3,Yes,3
E02605,Lydia Marquez,Female,29,9/28/2018,Other,Divorced,Human Resources,Human Resources,Travel_Rarely,130790,8,2,3,89,3,2,2,2,No,13,3,19,4,2,10,0,4,7,No,3
E02606,Cora Munoz,Female,45,5/17/2004,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,233342,8,4,4,90,4,1,1,6,No,19,2,14,1,3,10,8,7,6,No,3
E02607,Hudson Ross,Male,57,10/4/2009,Life Sciences,Single,Sales,Sales Executive,Non-Travel,54155,26,2,2,98,2,2,2,8,No,15,3,6,3,3,2,2,2,2,No,2
E02608,Aiden Cheng,Male,31,9/6/2019,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,189403,2,2,3,99,3,1,1,4,No,17,4,7,5,2,4,3,0,2,No,3
E02609,Willow Vang,Female,31,5/18/2018,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,78732,2,2,2,90,3,2,4,2,No,14,3,15,6,3,7,7,1,7,No,2
E02610,Jonathan Young,Male,47,4/28/2015,Human Resources,Divorced,Human Resources,Human Resources,Non-Travel,55401,2,3,1,100,3,1,2,5,No,13,4,13,3,3,11,10,3,8,No,2
E02611,Isaac Rojas,Male,60,7/12/2006,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,82343,9,4,4,93,3,2,1,4,No,17,3,11,3,2,7,1,0,7,Yes,3
E02612,Dylan Guzman,Male,42,3/16/2017,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,66226,20,3,3,83,3,2,4,2,No,18,4,7,6,3,2,1,2,2,No,3
E02613,Sarah Shin,Female,26,12/3/2021,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,193435,9,3,1,52,3,1,3,4,No,13,3,7,2,2,3,2,1,2,No,2
E02614,Michael Johnson,Male,57,4/18/2011,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,114241,5,3,2,85,4,2,2,3,No,12,1,11,3,1,3,2,1,2,No,2
E02615,Riley Vega,Female,25,11/11/2022,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,177264,4,1,3,81,3,3,3,0,Yes,13,4,23,3,4,22,14,13,5,No,3
E02616,Benjamin Ali,Male,53,4/12/2016,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,58010,8,2,2,92,4,2,3,1,No,21,3,10,5,3,10,8,4,8,No,2
E02617,Ezekiel Cooper,Male,43,3/15/2003,Medical,Divorced,Sales,Manager,Non-Travel,154284,2,3,2,52,3,4,2,4,No,22,4,37,0,2,16,9,14,14,No,2
E02618,Lyla Walker,Female,49,2/18/2002,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,54633,23,4,2,91,1,1,3,0,No,16,2,6,2,4,5,4,0,3,No,3
E02619,Aria Cheng,Female,61,8/26/1996,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,42829,4,3,3,92,2,3,2,8,Yes,12,3,28,4,3,22,11,14,10,No,3
E02620,Christopher Ramirez,Male,41,3/15/2010,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,118973,12,3,2,47,3,2,1,2,No,12,2,15,3,3,7,4,7,7,No,2
E02621,Emily Roberts,Female,56,12/29/2018,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,61251,7,4,4,68,3,2,4,4,No,15,2,14,2,2,7,1,1,7,No,3
E02622,Nathan Parker,Male,49,4/24/2002,Marketing,Married,Sales,Sales Executive,Travel_Frequently,108636,7,4,1,68,3,3,1,2,No,14,4,9,3,3,3,2,2,2,No,2
E02623,Nora Her,Female,32,4/24/2014,Marketing,Married,Sales,Sales Representative,Travel_Rarely,68780,2,4,2,77,1,2,4,2,Yes,20,1,20,4,2,4,2,0,3,No,3
E02624,Mia Brown,Female,30,8/10/2016,Medical,Single,Sales,Sales Executive,Travel_Rarely,60261,10,3,3,46,3,2,4,1,No,13,1,5,4,3,5,3,1,2,No,3
E02625,Hunter Hu,Male,64,7/13/2003,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,100951,15,4,1,87,3,4,3,2,Yes,14,2,23,3,3,2,2,2,2,No,2
E02626,Luke Acosta,Male,57,7/20/2022,Medical,Single,Research & Development,Manager R&D,Non-Travel,93872,14,3,2,33,3,1,3,1,No,16,3,0,4,1,0,0,0,0,No,3
E02627,Sophia Griffin,Female,50,6/29/2018,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,181570,18,5,4,89,4,1,1,0,No,17,3,2,4,3,1,0,0,0,Yes,3
E02628,Anthony Chu,Male,61,9/30/2003,Life Sciences,Married,Sales,Sales Executive,Non-Travel,101517,2,4,3,67,3,2,3,4,No,22,2,10,3,4,8,7,5,7,No,4
E02629,Landon Ha,Male,43,1/30/2006,Other,Married,Research & Development,Research Scientist,Travel_Rarely,100822,2,4,4,73,3,2,2,4,Yes,22,4,15,2,3,1,0,0,0,No,4
E02630,Layla Kang,Female,26,3/2/2022,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,128965,2,4,1,92,3,2,4,1,No,20,3,7,5,3,7,7,7,7,No,2
E02631,Cora Xu,Female,54,11/17/2011,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,60513,5,2,4,53,3,1,4,0,Yes,14,3,6,3,2,5,4,0,2,No,3
E02632,Rylee Campos,Female,49,2/9/2005,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,107461,20,1,4,40,3,1,4,1,No,13,2,11,3,4,11,8,3,10,No,3
E02633,Amelia Foster,Female,32,2/24/2018,Marketing,Single,Sales,Sales Executive,Travel_Frequently,66294,10,4,4,79,3,2,4,8,No,13,3,4,2,4,0,0,0,0,No,3
E02634,Hadley Rios,Female,62,1/11/2009,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,157500,10,4,3,38,3,1,3,3,No,22,2,10,1,2,6,3,3,3,No,4
E02635,Luna Chang,Female,64,10/20/2022,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,43271,9,4,2,64,3,1,3,4,No,12,3,7,2,3,2,2,2,0,No,2
E02636,Mia Navarro,Female,52,6/19/2011,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,91518,2,2,4,82,3,3,4,3,No,14,3,12,4,2,9,8,4,7,No,3
E02637,Nova Rios,Female,42,4/15/2019,Life Sciences,Divorced,Human Resources,Human Resources,Non-Travel,130874,1,2,3,43,3,1,4,1,No,15,2,3,2,3,3,2,2,2,No,3
E02638,Theodore Truong,Male,45,5/23/2017,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,66324,29,1,4,93,1,2,3,8,No,17,4,11,3,3,7,0,1,6,No,3
E02639,Asher Ly,Male,65,1/29/1998,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,63853,8,3,4,81,3,1,3,4,No,13,4,8,3,3,0,0,0,0,No,3
E02640,Madeline Doan,Female,46,1/10/2021,Marketing,Single,Sales,Sales Executive,Travel_Rarely,104692,2,4,3,82,2,2,2,7,Yes,12,3,7,3,2,2,2,2,2,Yes,3
E02641,Scarlett Rodriguez,Female,64,11/3/2022,Technical Degree,Divorced,Sales,Sales Executive,Travel_Rarely,71864,3,3,1,45,4,4,1,2,No,12,4,25,5,3,19,17,2,8,No,2
E02642,Zoey Lu,Female,45,10/31/2007,Medical,Married,Sales,Sales Representative,Travel_Rarely,216269,23,1,2,36,2,2,3,1,No,21,4,9,5,3,9,8,5,8,No,2
E02643,Mila Cheung,Female,32,12/17/2021,Medical,Married,Human Resources,Human Resources,Travel_Rarely,73135,6,1,4,87,2,1,2,1,No,11,4,1,3,3,1,0,0,0,No,3
E02644,Lucy Mai,Female,56,6/27/2022,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,197579,10,3,4,91,2,5,2,4,No,12,4,29,3,3,22,10,12,9,No,3
E02645,Benjamin Luu,Male,46,12/15/2011,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,59733,24,2,4,73,2,1,4,1,Yes,24,2,1,3,2,1,0,1,0,Yes,4
E02646,Mia Navarro,Female,26,5/22/2020,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,187792,2,4,2,98,2,1,4,8,No,20,2,19,2,4,5,2,0,4,No,3
E02647,Maya Watson,Female,59,1/7/2017,Medical,Married,Sales,Sales Representative,Travel_Rarely,108612,3,3,2,78,3,1,2,1,No,19,4,1,3,3,1,0,0,0,No,3
E02648,Jack Adams,Male,50,7/18/2018,Medical,Single,Sales,Sales Representative,Travel_Rarely,80350,9,3,2,89,3,1,4,1,No,13,3,1,3,2,1,0,0,0,Yes,3
E02649,Gabriella Jordan,Female,32,9/21/2019,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,61243,7,1,4,75,3,1,2,1,Yes,23,1,1,2,3,1,0,0,0,Yes,4
E02650,Jonathan Torres,Male,56,4/12/2002,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,48896,10,4,2,63,2,2,3,1,Yes,13,1,10,4,3,10,9,1,7,No,2
E02651,Samuel Xu,Male,32,9/20/2019,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,82887,4,3,3,64,3,3,4,2,Yes,13,4,9,3,3,5,3,1,0,No,3
E02652,Ezekiel Lai,Male,45,11/26/2005,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,54742,7,3,4,59,3,1,1,3,No,14,2,11,2,3,3,2,1,2,No,3
E02653,Levi Rahman,Male,43,7/19/2007,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,134544,7,4,4,78,3,2,1,5,Yes,22,3,16,2,3,5,3,0,4,No,4
E02654,Madison Phan,Female,45,5/10/2003,Other,Married,Research & Development,Manufacturing Director,Travel_Rarely,128115,16,2,4,44,2,2,2,0,Yes,11,4,4,2,3,3,2,0,2,No,3
E02655,Andrew Pham,Male,38,6/29/2013,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,54713,25,2,2,93,2,2,4,0,No,13,4,10,2,2,9,8,3,8,No,2
E02656,Clara Ford,Female,46,8/9/2014,Human Resources,Single,Human Resources,Human Resources,Travel_Frequently,63987,2,1,2,94,2,2,4,1,No,21,4,10,2,2,10,1,0,8,No,4
E02657,Christopher Chau,Male,26,12/28/2021,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,86288,1,4,1,98,3,4,1,2,No,11,1,22,3,3,19,7,11,16,No,2
E02658,Madeline Guerrero,Female,27,8/16/2020,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,61693,1,2,2,90,2,1,3,1,Yes,13,3,1,3,2,1,0,1,0,No,3
E02659,Harper Yee,Female,48,11/1/2021,Medical,Single,Sales,Sales Executive,Travel_Rarely,75624,2,2,1,89,4,2,3,0,No,14,2,9,5,2,8,7,0,7,No,3
E02660,Mia Thomas,Female,57,5/17/2013,Medical,Divorced,Research & Development,Manager,Travel_Frequently,122979,22,3,4,58,3,4,4,3,No,11,2,24,3,3,22,17,4,7,No,3
E02661,Owen Nelson,Male,58,1/6/2003,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,91729,1,4,2,78,4,2,1,2,No,15,4,10,5,3,2,0,2,2,No,3
E02662,Aiden Evans,Male,48,5/16/2010,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,117736,16,4,4,85,1,1,1,1,Yes,23,2,5,2,3,5,2,3,0,Yes,4
E02663,Josiah Lai,Male,54,3/21/1995,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,154658,24,2,1,97,3,1,4,1,No,16,4,5,3,3,4,2,1,0,Yes,2
E02664,Jameson Yee,Male,29,8/3/2020,Marketing,Married,Sales,Sales Executive,Travel_Rarely,84397,17,2,3,33,2,2,2,2,No,16,3,12,1,1,4,2,1,3,No,2
E02665,Serenity Her,Female,50,8/22/1997,Marketing,Married,Sales,Sales Executive,Travel_Rarely,159285,8,3,3,54,3,2,2,5,No,21,3,14,3,3,5,4,1,4,No,4
E02666,Ariana Turner,Female,49,6/6/2004,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,59854,6,3,3,83,3,3,1,9,No,13,2,18,3,4,13,7,5,7,No,3
E02667,Jacob Cooper,Male,64,5/18/2018,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,87521,10,2,3,86,3,2,4,2,Yes,11,4,8,2,3,5,2,1,4,No,3
E02668,Christopher Dominguez,Male,36,9/17/2015,Medical,Married,Sales,Sales Executive,Travel_Rarely,179166,3,1,4,75,2,2,4,3,Yes,12,3,9,3,2,4,2,0,1,No,3
E02669,Nevaeh Lim,Female,55,3/29/1999,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,120092,4,3,1,62,4,1,3,8,No,12,2,4,0,2,2,2,2,2,No,2
E02670,Dominic Cheng,Male,53,6/19/2015,Other,Married,Research & Development,Manager R&D,Travel_Frequently,168142,6,3,3,61,4,1,4,0,No,18,1,8,3,3,7,7,7,7,No,3
E02671,Serenity Rodriguez,Female,54,4/10/1995,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,195662,1,4,2,44,3,2,3,4,No,12,3,12,3,3,4,2,0,3,No,3
E02672,Caleb Thompson,Male,41,12/17/2012,Marketing,Single,Sales,Sales Executive,Travel_Rarely,49986,10,4,2,43,3,2,3,1,No,14,2,10,2,2,10,4,0,9,No,3
E02673,Luke Avila,Male,27,8/21/2020,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,181587,1,2,3,42,2,2,4,1,Yes,12,3,7,2,3,7,7,0,7,No,3
E02674,Sadie Chin,Female,51,7/26/2000,Life Sciences,Married,Sales,Sales Executive,Non-Travel,199736,21,4,1,32,1,2,3,6,No,19,3,10,1,3,3,2,1,2,No,2
E02675,Everett Le,Male,45,1/7/2014,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,250639,2,4,2,41,3,1,2,1,No,11,3,6,3,2,5,3,1,2,No,2
E02676,Carson Santos,Male,34,2/15/2022,Other,Married,Research & Development,Research Scientist,Travel_Frequently,80655,22,4,3,86,2,2,4,1,Yes,15,2,16,3,3,15,10,6,11,No,3
E02677,Natalie Ho,Female,33,11/22/2020,Technical Degree,Married,Research & Development,Manager R&D,Non-Travel,64327,14,4,3,64,3,2,2,8,No,18,3,16,4,4,8,7,1,7,No,3
E02678,Natalia Hall,Female,37,11/8/2018,Marketing,Married,Sales,Sales Executive,Travel_Rarely,72005,11,5,4,89,2,2,1,4,No,16,3,6,3,3,0,0,0,0,No,3
E02679,Zoey Ahmed,Female,56,4/25/2012,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,62497,8,3,4,58,2,2,2,1,Yes,16,3,20,3,3,20,11,0,7,No,3
E02680,Santiago f Turner,Male,46,2/24/2003,Life Sciences,Married,Sales,Manager,Travel_Rarely,74912,21,3,4,72,3,4,4,4,Yes,13,3,29,2,2,1,0,0,0,No,3
E02681,Jacob Alexander,Male,45,3/19/2001,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,50393,5,2,1,47,4,1,3,3,Yes,14,1,8,2,3,4,1,0,3,Yes,3
E02682,Christopher Aguilar,Male,32,5/14/2021,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,79670,9,2,2,71,3,1,4,2,No,19,4,10,0,4,5,2,0,3,No,4
E02683,Vivian Jackson,Female,51,2/23/1999,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,148942,2,1,2,42,3,5,4,3,No,15,4,28,3,3,5,4,4,3,No,2
E02684,Leonardo Jenkins,Male,29,4/9/2018,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,98504,12,4,2,77,3,2,4,3,Yes,12,3,14,4,3,0,0,0,0,No,3
E02685,Oliver Hunter,Male,38,12/20/2015,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,70588,22,3,1,58,2,1,2,1,No,12,1,1,2,3,1,0,0,0,Yes,3
E02686,Ayla Brooks,Female,58,11/21/2001,Medical,Married,Sales,Sales Executive,Travel_Rarely,58336,18,4,2,71,3,2,1,0,No,16,4,6,2,1,5,3,0,4,No,2
E02687,Willow Chau,Female,45,9/9/2011,Medical,Single,Research & Development,Manager R&D,Non-Travel,86001,16,3,3,49,3,1,3,1,No,14,3,5,3,2,5,3,1,4,No,3
E02688,Kai Shin,Male,49,9/13/2015,Medical,Divorced,Research & Development,Research Scientist,Non-Travel,91121,3,2,3,48,3,1,1,1,Yes,13,4,4,3,4,4,2,2,3,No,3
E02689,Liliana Zhao,Female,50,8/30/2011,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,183308,9,4,1,66,4,1,2,1,No,22,2,5,3,3,5,4,0,2,No,3
E02690,Aiden Carter,Male,32,3/5/2021,Marketing,Single,Sales,Sales Executive,Travel_Rarely,71674,1,3,1,32,3,3,4,1,No,21,1,14,3,2,14,8,2,1,No,2
E02691,Christopher Song,Male,29,1/3/2017,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,118639,13,4,4,39,3,3,3,1,No,18,3,9,2,2,8,7,1,1,No,3
E02692,Charles Luu,Male,34,11/10/2018,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,71808,1,3,3,95,3,1,1,0,No,13,4,8,6,2,7,7,7,6,No,3
E02693,Kayden Dinh,Male,50,5/26/2019,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,156374,15,4,3,34,3,2,4,5,No,18,2,9,6,3,5,1,1,2,No,3
E02694,Valentina Zhang,Female,27,3/10/2021,Technical Degree,Divorced,Research & Development,Manager R&D,Travel_Rarely,51133,17,3,3,32,2,1,4,5,No,12,1,6,2,2,4,1,0,3,Yes,3
E02695,Alexander Perez,Male,60,6/25/2008,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,86761,1,3,1,59,2,1,1,4,No,14,1,20,3,2,1,0,0,0,No,3
E02696,Everleigh Kumar,Female,65,7/5/1994,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,125213,7,4,3,55,3,2,4,1,Yes,11,4,10,2,3,10,8,0,9,No,3
E02697,Santiago f Xiong,Male,43,9/26/2008,Marketing,Single,Sales,Sales Executive,Travel_Rarely,120305,9,3,4,44,3,2,4,1,No,14,1,7,5,3,7,7,0,7,No,3
